parent_bite_id,phase,psi_range,delta_psi_range,rms_change_from_psi0,max_abs_change_from_psi0,total_abs_psi_travel,n_frames
trial_0019_bite_005,withdrawal,0.17319469234376905,0.17319469234376905,0.12026887415919431,0.17319469234376905,0.29362847066042885,156
trial_0019_bite_006,transfer,0.06919589542192561,0.06919589542192561,0.041620427576394795,0.06919589542192561,0.16057404986258694,110
trial_0019_bite_006,withdrawal,0.2572296472295852,0.2572296472295852,0.09884783102600202,0.1304425226453776,0.4101543297641137,116
trial_0019_bite_007,transfer,0.14523786762192303,0.1732464276825687,0.05146145579394526,0.11595837054578917,0.20550794893594881,114
trial_0019_bite_007,withdrawal,0.20887834498998625,0.33495757038692453,0.15806115410735153,0.2033365439000141,0.3662965194255312,99
trial_0019_bite_008,transfer,0.06676309450656026,0.06676309450656026,0.021935121417667444,0.04755976125654282,0.1833656435442177,136
trial_0019_bite_008,withdrawal,0.19247595375387094,0.19247595375387094,0.06507822390461271,0.1179929723373978,0.32564127884994676,113
trial_0019_bite_009,transfer,0.08411490225625151,0.08411490225625151,0.05713114800818364,0.0821358185758454,0.160918804809552,133
trial_0019_bite_009,withdrawal,0.28454470091445616,0.28454470091445616,0.12904351871178157,0.19181954636584875,0.3879114366102385,108
trial_0019_bite_010,transfer,0.09521707054314943,0.09521707054314943,0.07276325221037584,0.09521707054314943,0.20969361295215716,137
trial_0019_bite_010,withdrawal,0.3610205531831596,0.3610205531831596,0.16629228713143085,0.25397183511325405,0.4776007064523595,99
trial_0019_bite_011,transfer,0.13071456403037107,0.0996802094883491,0.02798129771742886,0.05073389628316205,0.37293874260426163,176
trial_0019_bite_011,withdrawal,0.3451965915772153,0.3451965915772153,0.1143799199265985,0.22826605937580657,0.5734626509530218,104
trial_0019_bite_012,transfer,0.08858319567152106,0.08858319567152106,0.06774301678676646,0.08858319567152106,0.13491983423747467,116
trial_0019_bite_012,withdrawal,0.34513626631301264,0.34513626631301264,0.18803556637123353,0.303154028469387,0.389134324835795,113
trial_0019_bite_013,transfer,0.13416830406930247,0.13416830406930247,0.09862192410842523,0.1340774616128484,0.17422493140049244,140
trial_0019_bite_013,withdrawal,0.5842433718916853,0.5842433718916853,0.31773561763417124,0.5173337480004481,0.7054891357825746,113
trial_0019_bite_014,transfer,0.11579894071593433,0.11579894071593433,0.06309231897323107,0.11579894071593433,0.258375675621799,178
trial_0019_bite_014,withdrawal,0.5910666216069567,0.5910666216069567,0.25249667909804063,0.4705924529549699,0.7115407902589435,115
trial_0019_bite_015,transfer,0.06720596071802287,0.06720596071802287,0.03634494764257117,0.05679878542134453,0.14719329978060225,130
trial_0019_bite_015,withdrawal,0.31238337038670627,0.31238337038670627,0.1830296265132858,0.2709235636120382,0.41306609809691164,106
trial_0019_bite_016,transfer,0.08979519992675167,0.08979519992675167,0.053221672237333525,0.08089496451391165,0.14953897071594735,151
trial_0019_bite_016,withdrawal,0.49591172024270236,0.49591172024270236,0.30071080472109485,0.4499322682417217,0.5441771887710738,99
trial_0019_bite_017,transfer,0.07122740474237332,0.07122740474237332,0.031069880555482324,0.051624564041414356,0.14052459106123694,135
trial_0019_bite_017,withdrawal,0.47557682815472146,0.47557682815472146,0.19436694004831745,0.38821049711964273,0.565526113004593,106
trial_0019_bite_018,transfer,0.11940465770382458,0.11940465770382458,0.09044301352586354,0.11940465770382458,0.21554922339903904,133
trial_0019_bite_018,withdrawal,0.5230850289643136,0.5230850289643136,0.26961022918900585,0.4361020539499605,0.6187705982136995,111
trial_0019_bite_019,transfer,0.07459759770051555,0.07459759770051555,0.031940492151514024,0.05693052431282242,0.14575932638563582,143
trial_0019_bite_019,withdrawal,0.44381683978859954,0.44381683978859954,0.2735895880749314,0.42715117200773367,0.5402179001727863,97
trial_0019_bite_020,transfer,0.13909080538226126,0.13909080538226126,0.0893330540526915,0.1293493801787151,0.19891594277002644,185
trial_0019_bite_020,withdrawal,0.34865367524515145,0.34865367524515145,0.15781173565839718,0.2924210752784795,0.43630143830565515,135
trial_0019_bite_021,transfer,0.06758520007114877,0.06758520007114877,0.05178418103904093,0.06652296500665855,0.1441252262606505,178
trial_0019_bite_021,withdrawal,0.3818360617701222,0.3818360617701222,0.15455233043651276,0.31331414099095767,0.4550293230712894,116
trial_0019_bite_022,transfer,0.12913808108083158,0.12913808108083158,0.09159941061106125,0.12913808108083158,0.20541474452518038,140
trial_0019_bite_022,withdrawal,0.228263079328066,0.228263079328066,0.09236267580787938,0.1892365135000209,0.46060599314568984,108
trial_0019_bite_023,transfer,0.06834479249351677,0.06834479249351677,0.03781466354941788,0.0652309434065228,0.1262460914892385,140
trial_0019_bite_023,withdrawal,0.40586983910313634,0.40586983910313634,0.14988149089836425,0.3201994106163162,0.496522166388107,113
trial_0019_bite_024,transfer,0.0735161126389805,0.0735161126389805,0.045868136092265165,0.0735161126389805,0.14565595487210636,151
trial_0019_bite_024,withdrawal,0.24934797165554112,0.24934797165554112,0.10105168681328738,0.17288100473267987,0.41892718708353405,113
trial_0019_bite_025,transfer,0.04830017983257262,0.04081577912139034,0.011941806768633217,0.039188861122757324,0.14435698757156823,186
trial_0019_bite_025,withdrawal,0.22567443335583226,0.22567443335583226,0.140563227821688,0.2032085345173491,0.334258779587679,108
trial_0019_bite_026,transfer,0.10188191735516305,0.10188191735516305,0.05003625306122934,0.08459317999984206,0.20826828981320622,149
trial_0019_bite_026,withdrawal,0.4843102910947561,0.4843102910947561,0.3165172620585484,0.4455439322999828,0.577830387111125,120
