scope,grouping,group,strategy,total_source_frames,source_frames,attempted_frames,valid_runs,SUCCESS_EXACT,JOINT_LIMIT,NO_VALID_BRANCH,other_failures,success_percent,status_counts_json,abs_psi_difference_from_HumanGT_rad_count,abs_psi_difference_from_HumanGT_rad_mean,abs_psi_difference_from_HumanGT_rad_median,abs_psi_difference_from_HumanGT_rad_p05,abs_psi_difference_from_HumanGT_rad_p95,abs_psi_difference_from_HumanGT_rad_min,abs_psi_difference_from_HumanGT_rad_max,aligned_pinch_position_error_m_count,aligned_pinch_position_error_m_mean,aligned_pinch_position_error_m_median,aligned_pinch_position_error_m_p05,aligned_pinch_position_error_m_p95,aligned_pinch_position_error_m_min,aligned_pinch_position_error_m_max,aligned_pinch_orientation_error_rad_count,aligned_pinch_orientation_error_rad_mean,aligned_pinch_orientation_error_rad_median,aligned_pinch_orientation_error_rad_p05,aligned_pinch_orientation_error_rad_p95,aligned_pinch_orientation_error_rad_min,aligned_pinch_orientation_error_rad_max,psi_error_rad_count,psi_error_rad_mean,psi_error_rad_median,psi_error_rad_p05,psi_error_rad_p95,psi_error_rad_min,psi_error_rad_max,virtual_utensil_position_error_m_count,virtual_utensil_position_error_m_mean,virtual_utensil_position_error_m_median,virtual_utensil_position_error_m_p05,virtual_utensil_position_error_m_p95,virtual_utensil_position_error_m_min,virtual_utensil_position_error_m_max,virtual_utensil_orientation_error_rad_count,virtual_utensil_orientation_error_rad_mean,virtual_utensil_orientation_error_rad_median,virtual_utensil_orientation_error_rad_p05,virtual_utensil_orientation_error_rad_p95,virtual_utensil_orientation_error_rad_min,virtual_utensil_orientation_error_rad_max,solve_time_ms_count,solve_time_ms_mean,solve_time_ms_median,solve_time_ms_p05,solve_time_ms_p95,solve_time_ms_min,solve_time_ms_max,support_frames,support_runs,joint_step_support_values,total_wrapped_joint_travel_rad,max_wrapped_joint_step_rad,velocity_support_values,rms_joint_velocity_rad_s,max_joint_velocity_rad_s,acceleration_support_values,rms_joint_acceleration_rad_s2,max_joint_acceleration_rad_s2,jerk_support_values,rms_joint_jerk_rad_s3,max_joint_jerk_rad_s3,branch_changes,joint_limit_margin_support_frames,joint_limit_margin_rad_count,joint_limit_margin_rad_mean,joint_limit_margin_rad_median,joint_limit_margin_rad_p05,joint_limit_margin_rad_p95,joint_limit_margin_rad_min,joint_limit_margin_rad_max
feasibility,take,trial_0019,B0,6625.0,6491.0,6491.0,56.0,6411.0,80.0,0.0,0.0,98.76752426436605,"{""JOINT_LIMIT"": 80, ""SUCCESS_EXACT"": 6411}",6491.0,0.09489595419088419,0.06073035674742888,0.002875985417447824,0.31346569816381,0.0,0.5173337480004481,6411.0,4.195736995447243e-11,2.101944347308582e-11,1.9738348507821137e-12,1.1766974414424045e-10,4.2584009413589626e-15,1.6087154995310327e-09,6411.0,2.5056018850655883e-10,1.2555636009259638e-10,1.1776022545415817e-11,7.02643253679465e-10,5.735052571877102e-14,9.606819950761613e-09,6411.0,3.816791247777477e-14,2.1316282072803006e-14,1.7763568394002505e-15,8.038014698286133e-14,0.0,5.10613773485602e-12,6411.0,4.195736995447243e-11,2.101944347308582e-11,1.9738348507821137e-12,1.1766974414424045e-10,4.2584009413589626e-15,1.6087154995310327e-09,6411.0,2.5056018850655894e-10,1.2555636009259648e-10,1.1776022545415825e-11,7.026432536794656e-10,5.735052571877106e-14,9.606819950761621e-09,6491.0,9.750619211140963,9.089300001505762,6.181799981277436,14.863749995129183,4.484600038267672,76.18719997117296,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,343.3591662311012,3.120879837554792,44443.0,5.753093236590662,312.0879837554824,44044.0,741.1183044702409,31476.947625799632,43652.0,122780.1466822431,6273308.7178655695,10.0,6406.0,6406.0,0.6405424755057934,0.729133113732646,0.11081771992748002,0.8659997649411149,1.0969169156105352e-05,1.0226074946185655
feasibility,take,trial_0019,B1,6625.0,6491.0,6491.0,56.0,6421.0,70.0,0.0,0.0,98.92158373132028,"{""JOINT_LIMIT"": 70, ""SUCCESS_EXACT"": 6421}",6491.0,0.10652231477836745,0.08811801070473768,0.003959611219889192,0.29402679225893413,0.0,0.4169492790496152,6421.0,4.246243309319035e-11,2.192052311017225e-11,1.8316786143574403e-12,1.281591461343544e-10,1.1475575905458605e-14,1.6588104271540955e-09,6421.0,2.5357449042413327e-10,1.3082062250151245e-10,1.1004791812425118e-11,7.652939246288647e-10,3.742873599488211e-14,9.906060377585926e-09,6421.0,3.397230583852062e-14,2.042810365310288e-14,1.7763568394002505e-15,7.016609515630989e-14,0.0,4.32764934998886e-12,6421.0,4.246243309319035e-11,2.192052311017225e-11,1.8316786143574403e-12,1.281591461343544e-10,1.1475575905458605e-14,1.6588104271540955e-09,6421.0,2.535744904241335e-10,1.3082062250151253e-10,1.1004791812425128e-11,7.652939246288654e-10,3.7428735994882134e-14,9.906060377585932e-09,6491.0,9.663742257858493,9.07200004439801,6.16199997602962,15.02275001257658,4.632199998013675,73.67370004067197,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,339.8520733817134,3.106180420879924,44443.0,5.178574730040659,310.61804208799214,44044.0,722.4473541349132,31078.068407573064,43652.0,125682.70487955322,6215470.942821019,5.0,6406.0,6406.0,0.6568186093283762,0.7450578890833219,0.11799593120043683,0.8856224983584209,0.014392781364733764,1.0439012096655516
feasibility,take,trial_0019,B2,6625.0,6491.0,6491.0,56.0,6450.0,41.0,0.0,0.0,99.3683561854876,"{""JOINT_LIMIT"": 41, ""SUCCESS_EXACT"": 6450}",6491.0,0.06909308532278775,0.0506696091751353,0.0021326274760895547,0.19447569173420676,0.0,0.418621044393376,6450.0,3.491747660578237e-11,1.9718739811055844e-11,1.880619335882655e-12,1.0965618705550162e-10,4.8016343624070835e-15,1.5659389454108652e-09,6450.0,2.0851800823414573e-10,1.1772507129758316e-10,1.1201203416240118e-11,6.548582598193942e-10,2.688234632779979e-14,9.35132309635177e-09,6450.0,2.547261282179816e-14,1.9984014443252818e-14,1.7763568394002505e-15,6.084022174945858e-14,0.0,2.0232704400768853e-12,6450.0,3.491747660578237e-11,1.9718739811055844e-11,1.880619335882655e-12,1.0965618705550162e-10,4.8016343624070835e-15,1.5659389454108652e-09,6450.0,2.085180082341459e-10,1.177250712975832e-10,1.1201203416240127e-11,6.548582598193946e-10,2.6882346327799813e-14,9.351323096351779e-09,6491.0,9.473403404735329,9.051400003954768,6.141450023278594,14.850699983071536,4.471899999771267,62.07490002270788,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,296.6834766562886,3.1161852621586346,44443.0,3.3337345243594148,311.6185262158632,44044.0,452.700388896737,30950.350633546954,43652.0,71848.25769418648,6189168.539005822,2.0,6406.0,6406.0,0.6288697217895914,0.700197910012858,0.17655685854397962,0.8357726377635997,0.008561098084440832,0.9489835505608837
feasibility,take,trial_0019,B3,6625.0,6491.0,6491.0,56.0,6450.0,41.0,0.0,0.0,99.3683561854876,"{""JOINT_LIMIT"": 41, ""SUCCESS_EXACT"": 6450}",6491.0,0.06951540037840677,0.05157227763777916,0.0032652469712035614,0.20389910565422276,0.0,0.3957495350688611,6450.0,3.461654773076405e-11,1.947853470140112e-11,1.745847089934709e-12,1.0985354130846891e-10,3.983673795794385e-15,1.5422099252721622e-09,6450.0,2.0671895258770986e-10,1.1636535339967416e-10,1.0391811273822484e-11,6.559443846537218e-10,2.2942615400877662e-14,9.209598087711119e-09,6450.0,2.542909896433688e-14,1.9539925233402755e-14,1.7763568394002505e-15,6.128431095930864e-14,0.0,4.702904732312163e-13,6450.0,3.461654773076405e-11,1.947853470140112e-11,1.745847089934709e-12,1.0985354130846891e-10,3.983673795794385e-15,1.5422099252721622e-09,6450.0,2.0671895258771e-10,1.1636535339967424e-10,1.0391811273822491e-11,6.559443846537222e-10,2.2942615400877678e-14,9.209598087711127e-09,6491.0,9.601822138274771,9.066400001756847,6.147250009234995,14.863699994748458,4.626000009011477,66.85479998122901,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,308.56181245182313,3.1001859361126605,44443.0,3.334587773255313,310.01859361126577,44044.0,452.683383264207,30984.22152032209,43652.0,71894.2870376708,6188703.373418147,2.0,6406.0,6406.0,0.6253179309009705,0.699677675196321,0.1721755484201909,0.8355207527494142,0.0060206631528920695,0.9512345449449713
feasibility,take,trial_0019,StrongLocal,6625.0,6491.0,6491.0,56.0,6449.0,42.0,0.0,0.0,99.35295023879218,"{""JOINT_LIMIT"": 42, ""SUCCESS_EXACT"": 6449}",6491.0,0.06317765647112983,0.04319793308402042,0.003158138904826746,0.19682111279322667,0.0,0.391175978161185,6449.0,3.546272967045522e-11,2.067764020654399e-11,1.995357009483755e-12,1.1178013940765804e-10,6.338306419536688e-15,1.3349645188981512e-09,6449.0,2.1177464540506424e-10,1.234645127165879e-10,1.194051683571652e-11,6.67580014240036e-10,3.058504181404003e-14,7.97188645857015e-09,6449.0,2.606739620423502e-14,2.042810365310288e-14,2.220446049250313e-15,6.217248937900877e-14,0.0,2.013500477460184e-12,6449.0,3.546272967045522e-11,2.067764020654399e-11,1.995357009483755e-12,1.1178013940765804e-10,6.338306419536688e-15,1.3349645188981512e-09,6449.0,2.117746454050644e-10,1.23464512716588e-10,1.194051683571653e-11,6.675800142400365e-10,3.058504181404005e-14,7.971886458570156e-09,6491.0,9.528036449848702,9.052800014615059,6.135599978733808,14.802649995544925,4.444999969564378,66.25239999266341,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,304.39747672420583,3.0988495755209997,44443.0,3.3349946815151883,309.8849575520997,44044.0,452.46624992704454,30948.10037680264,43652.0,78644.24507950898,6188091.407842415,3.0,6406.0,6406.0,0.6314857752056355,0.7082733946789552,0.16934016337330865,0.8415128682225514,0.006074229160907052,0.956127055945359
feasibility,take,trial_0019,H_star,6625.0,6491.0,6491.0,56.0,6448.0,43.0,0.0,0.0,99.33754429209675,"{""JOINT_LIMIT"": 43, ""SUCCESS_EXACT"": 6448}",6491.0,0.06206837461345123,0.04455905280650452,0.0022210324964779815,0.1857056302636464,0.0,0.3679824258929667,6448.0,3.513574413610689e-11,2.0807603699978196e-11,1.882576411768774e-12,1.1040072772535513e-10,1.574470959398136e-14,1.1740894491710418e-09,6448.0,2.0982056556413642e-10,1.2425661805328516e-10,1.1149389515810512e-11,6.593720687224123e-10,7.955572157998539e-14,7.011463335002855e-09,6448.0,2.5477139008888875e-14,1.9095836023552692e-14,1.7763568394002505e-15,6.128431095930864e-14,0.0,5.844214001626824e-13,6448.0,3.513574413610689e-11,2.0807603699978196e-11,1.882576411768774e-12,1.1040072772535513e-10,1.574470959398136e-14,1.1740894491710418e-09,6448.0,2.0982056556413657e-10,1.2425661805328524e-10,1.114938951581052e-11,6.593720687224127e-10,7.955572157998547e-14,7.011463335002861e-09,6491.0,9.618263056490914,9.07490000827238,6.14130002213642,14.95604999945499,4.556800005957484,62.998700013849884,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,308.4936630222929,3.097559703891346,44443.0,3.3320354360239985,309.75597038913435,44044.0,452.53726754285407,30986.984906100402,43652.0,71871.85267255447,6195071.716703177,2.0,6406.0,6406.0,0.6274609751153185,0.7033492933783403,0.16742481114534713,0.8367000995316541,0.006786004450114014,0.9497802001008191
feasibility,take,trial_0019,HumanGT,6625.0,6491.0,6491.0,56.0,6438.0,53.0,0.0,0.0,99.1834848251425,"{""JOINT_LIMIT"": 53, ""SUCCESS_EXACT"": 6438}",6491.0,0.0,0.0,0.0,0.0,0.0,0.0,6438.0,3.5188734761473245e-11,2.0483097904495974e-11,1.8631373293947562e-12,1.0909511668923645e-10,9.975378589037207e-15,1.3320885601865107e-09,6438.0,2.1013556566130604e-10,1.2241225122778572e-10,1.1156167880224102e-11,6.515451931878899e-10,1.7297768123500814e-14,7.954995784488343e-09,6438.0,2.7009218788884945e-14,2.042810365310288e-14,1.7763568394002505e-15,6.306066779870889e-14,0.0,8.757439218243235e-13,6438.0,3.5188734761473245e-11,2.0483097904495974e-11,1.8631373293947562e-12,1.0909511668923645e-10,9.975378589037207e-15,1.3320885601865107e-09,6438.0,2.1013556566130616e-10,1.2241225122778583e-10,1.115616788022411e-11,6.515451931878904e-10,1.7297768123500826e-14,7.95499578448835e-09,6491.0,9.532792543299898,9.057499992195517,6.157050025649369,14.764349994948134,4.4861999922432005,67.65050004469231,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0019,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6406.0,57.0,44443.0,299.8503266190224,3.1178211268421117,44443.0,3.3033209368876753,311.7821126842109,44044.0,449.10413446847565,30961.772327267212,43652.0,78069.3227664897,6190247.9558288185,2.0,6406.0,6406.0,0.6371523382972235,0.7191192176153836,0.1462054900601505,0.8448575806713338,0.005228083920412185,0.9104576870295022
feasibility,take,trial_0020,B0,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.1900482589985114,0.15016579911711148,0.003323618987516541,0.5765649086055699,0.0,0.721734878319694,4567.0,5.07149331351319e-11,2.0952722054805424e-11,1.7740935841194064e-12,1.7970008814865522e-10,1.6156415427147117e-14,1.6667795034567373e-09,4567.0,3.0285737422110664e-10,1.2510543380170654e-10,1.0530418936874625e-11,1.0729935266156005e-09,9.358830075080606e-15,9.953453739671361e-09,4567.0,5.894581711046166e-14,3.019806626980426e-14,2.6645352591003757e-15,1.5534240560555158e-13,0.0,5.582645457025137e-12,4567.0,5.07149331351319e-11,2.0952722054805424e-11,1.7740935841194064e-12,1.7970008814865522e-10,1.6156415427147117e-14,1.6667795034567373e-09,4567.0,3.028573742211069e-10,1.2510543380170662e-10,1.0530418936874632e-11,1.0729935266156011e-09,9.358830075080613e-15,9.95345373967137e-09,4567.0,9.669538800050375,9.227600006852299,6.223190005403012,14.876349963014944,4.492899985052645,93.46420003566891,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,272.7506524120969,3.129919314235,31710.0,9.492550894125255,312.9919314234997,31451.0,1310.8365200001758,47160.427456794634,31192.0,228013.22245637566,7074052.606725636,9.0,4567.0,4567.0,0.49822866046446246,0.5259085161277413,0.1342996623475881,0.8010987493104313,0.009977752858944644,0.9250478280569787
feasibility,take,trial_0020,B1,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.20084070042333652,0.20201720678750812,0.005183505259431964,0.49772828802875135,0.0,0.6234872945226293,4567.0,5.1652954278254843e-11,2.4738675100946654e-11,2.040264830401584e-12,1.7301504276807606e-10,1.343748291615711e-14,1.5360243646713824e-09,4567.0,3.0845863059234087e-10,1.476806183099139e-10,1.2208989016458558e-11,1.0332821777165944e-09,5.4159911735424625e-14,9.172884297410078e-09,4567.0,5.732912624053236e-14,2.930988785010413e-14,2.6645352591003757e-15,1.2985168496015815e-13,0.0,1.070565858185546e-11,4567.0,5.1652954278254843e-11,2.4738675100946654e-11,2.040264830401584e-12,1.7301504276807606e-10,1.343748291615711e-14,1.5360243646713824e-09,4567.0,3.0845863059234113e-10,1.47680618309914e-10,1.220898901645857e-11,1.0332821777165952e-09,5.415991173542467e-14,9.172884297410086e-09,4567.0,9.62701554605723,9.228400012943894,6.226930033881217,15.232440020190552,4.4587000156752765,74.43760003661737,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,274.9175515851408,3.1407819372330303,31710.0,9.461882328504526,314.0781937233028,31451.0,1241.0128002980143,62752.15702984996,31192.0,203028.3067291013,9412709.262782494,11.0,4567.0,4567.0,0.5205402332989744,0.5541418926231656,0.14019478779341418,0.8291504594642125,0.003177934588071807,0.9596595421345446
feasibility,take,trial_0020,B2,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.09544905361735556,0.0716174334770141,0.0016776614473245745,0.31706184242112256,0.0,0.445255572826484,4567.0,3.660540759224314e-11,1.851531492228216e-11,1.7158261938880955e-12,1.276866734162204e-10,2.819753390353182e-15,1.063988507382675e-09,4567.0,2.1859566446687687e-10,1.1056504134324395e-10,1.0207054942272232e-11,7.624914593558453e-10,4.8762448995622314e-14,6.353948057586687e-09,4567.0,3.646568486189877e-14,2.842170943040401e-14,2.6645352591003757e-15,9.401368572525818e-14,0.0,4.303224443447107e-13,4567.0,3.660540759224314e-11,1.851531492228216e-11,1.7158261938880955e-12,1.276866734162204e-10,2.819753390353182e-15,1.063988507382675e-09,4567.0,2.1859566446687708e-10,1.1056504134324404e-10,1.0207054942272239e-11,7.624914593558459e-10,4.8762448995622345e-14,6.353948057586693e-09,4567.0,9.573591679219627,9.17570001911372,6.173130014212802,14.740739978151396,4.4926999835297465,43.71459997491911,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,166.71209796207003,0.08193143176951057,31710.0,0.8953245937454885,8.193143176951049,31451.0,27.708972383239757,596.4460160310903,31192.0,3474.595035751024,96157.40764569188,0.0,4567.0,4567.0,0.49351580383456833,0.5063325759203154,0.1470486913813036,0.8010731735370409,0.015704168087902648,0.9374065980256665
feasibility,take,trial_0020,B3,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.0906548117046109,0.060533650665289596,0.0017259121587284822,0.3221931989874008,0.0,0.4672359148588452,4567.0,3.7993699092566576e-11,1.8255281166046614e-11,1.6329139650418212e-12,1.3035961633086288e-10,1.149312313142044e-14,1.5455861682668382e-09,4567.0,2.2688860955944305e-10,1.0904092071515526e-10,9.772010298819159e-12,7.782643763312279e-10,9.329577622644805e-14,9.229813339263028e-09,4567.0,3.7197017234853076e-14,2.886579864025407e-14,2.6645352591003757e-15,9.459100169806334e-14,0.0,4.827249711070181e-13,4567.0,3.7993699092566576e-11,1.8255281166046614e-11,1.6329139650418212e-12,1.3035961633086288e-10,1.149312313142044e-14,1.5455861682668382e-09,4567.0,2.2688860955944323e-10,1.0904092071515534e-10,9.772010298819164e-12,7.782643763312284e-10,9.329577622644812e-14,9.229813339263037e-09,4567.0,9.695318239693208,9.181800007354468,6.1675299890339375,15.103489987086505,4.548199998680502,64.90169995231554,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,178.66592052369907,0.09412033793177745,31710.0,0.9460781914962059,9.412033793177736,31451.0,38.15236019536346,602.1089707017325,31192.0,5432.477637837404,113243.92640527466,0.0,4567.0,4567.0,0.4937270335933109,0.510625374613614,0.13987409756925578,0.8047423288266865,0.014315871638725497,0.9525783106131973
feasibility,take,trial_0020,StrongLocal,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.10085495955618946,0.08124725323975479,0.002503438038044026,0.3072760288021679,0.0,0.4386420631711694,4567.0,3.681365827908724e-11,1.9455263543600673e-11,1.645530243752621e-12,1.23787868164604e-10,2.7704883204415904e-14,1.2380497273422916e-09,4567.0,2.1984291586810418e-10,1.1617791953686845e-10,9.819408662338681e-12,7.391855901900277e-10,1.5643740320039042e-13,7.393174676411382e-09,4567.0,3.6029666465365446e-14,2.7977620220553945e-14,2.6645352591003757e-15,9.237055564881302e-14,0.0,5.120348589571222e-13,4567.0,3.681365827908724e-11,1.9455263543600673e-11,1.645530243752621e-12,1.23787868164604e-10,2.7704883204415904e-14,1.2380497273422916e-09,4567.0,2.1984291586810436e-10,1.1617791953686852e-10,9.819408662338689e-12,7.391855901900282e-10,1.5643740320039052e-13,7.393174676411389e-09,4567.0,9.547973943657876,9.15469997562468,6.173160014441237,14.828020002460107,4.498300026170909,65.50530000822619,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,175.88029111876986,0.0968078829860848,31710.0,0.9336142721683632,9.680788298608471,31451.0,36.25178393504837,673.8842566109225,31192.0,5220.945901911728,122759.13861650135,0.0,4567.0,4567.0,0.5049322430673486,0.5251605836360742,0.14837180425857993,0.8122665829224872,0.017736837271419947,0.9615563399318585
feasibility,take,trial_0020,H_star,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.09174056455251824,0.05596742893402018,0.002018102828564583,0.3131591106069002,0.0,0.44694401466263,4567.0,3.570201696120862e-11,1.8808603040939006e-11,1.5532282181142128e-12,1.2545865519495546e-10,8.862030428140317e-15,9.77420145690165e-10,4567.0,2.1320058805502744e-10,1.1220611962440383e-10,9.277759659506926e-12,7.490947505495215e-10,5.354027788361103e-14,5.836754935372262e-09,4567.0,3.7204310138452544e-14,2.842170943040401e-14,2.6645352591003757e-15,9.547918011776346e-14,0.0,4.631850458736153e-13,4567.0,3.570201696120862e-11,1.8808603040939006e-11,1.5532282181142128e-12,1.2545865519495546e-10,8.862030428140317e-15,9.77420145690165e-10,4567.0,2.1320058805502755e-10,1.1220611962440395e-10,9.277759659506932e-12,7.490947505495223e-10,5.354027788361108e-14,5.836754935372267e-09,4567.0,9.636474491604499,9.182399953715503,6.1680200102273375,14.91389999864623,4.464500001631677,63.98049998097122,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,176.67413050041336,0.07791500141256513,31710.0,0.9300148051308218,7.79150014125655,31451.0,40.81724559217273,617.6695747334893,31192.0,6152.161733892245,102875.91161678254,0.0,4567.0,4567.0,0.49318629207633874,0.5029422265003085,0.14183846270117212,0.7963050946835835,0.013946544975067976,0.9388688985012683
feasibility,take,trial_0020,HumanGT,4813.0,4567.0,4567.0,37.0,4567.0,0.0,0.0,0.0,100.0,"{""SUCCESS_EXACT"": 4567}",4567.0,0.0,0.0,0.0,0.0,0.0,0.0,4567.0,3.585186526034838e-11,1.74275963482315e-11,1.6424917570686586e-12,1.390309957519926e-10,7.338870218281416e-15,1.5036845858345487e-09,4567.0,2.1409560647036085e-10,1.0395800085968944e-10,9.673115323744975e-12,8.303431633383528e-10,1.765211669099395e-14,8.979872702977652e-09,4567.0,3.095040220512502e-14,2.353672812205332e-14,2.353672812205337e-15,8.291145547900661e-14,0.0,2.4158453015843406e-13,4567.0,3.585186526034838e-11,1.74275963482315e-11,1.6424917570686586e-12,1.390309957519926e-10,7.338870218281416e-15,1.5036845858345487e-09,4567.0,2.1409560647036103e-10,1.039580008596895e-10,9.673115323744983e-12,8.303431633383534e-10,1.7652116690993966e-14,8.979872702977657e-09,4567.0,9.698707400288397,9.158200002275407,6.096919992705807,14.965310000116006,4.543900024145842,60.222000000067055,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0020,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4567.0,37.0,31710.0,171.81208840322148,0.08830164270554917,31710.0,0.9267264672647011,8.83016427055491,31451.0,30.926376595742575,697.780023882596,31192.0,4038.7255674676135,111578.17254650453,0.0,4567.0,4567.0,0.5067013045742869,0.5193765760355011,0.17789820707101675,0.839549775983715,0.04711400481709482,1.0019944555756037
