scope,grouping,group,strategy,total_source_frames,source_frames,attempted_frames,valid_runs,SUCCESS_EXACT,JOINT_LIMIT,NO_VALID_BRANCH,other_failures,success_percent,status_counts_json,abs_psi_difference_from_HumanGT_rad_count,abs_psi_difference_from_HumanGT_rad_mean,abs_psi_difference_from_HumanGT_rad_median,abs_psi_difference_from_HumanGT_rad_p05,abs_psi_difference_from_HumanGT_rad_p95,abs_psi_difference_from_HumanGT_rad_min,abs_psi_difference_from_HumanGT_rad_max,aligned_pinch_position_error_m_count,aligned_pinch_position_error_m_mean,aligned_pinch_position_error_m_median,aligned_pinch_position_error_m_p05,aligned_pinch_position_error_m_p95,aligned_pinch_position_error_m_min,aligned_pinch_position_error_m_max,aligned_pinch_orientation_error_rad_count,aligned_pinch_orientation_error_rad_mean,aligned_pinch_orientation_error_rad_median,aligned_pinch_orientation_error_rad_p05,aligned_pinch_orientation_error_rad_p95,aligned_pinch_orientation_error_rad_min,aligned_pinch_orientation_error_rad_max,psi_error_rad_count,psi_error_rad_mean,psi_error_rad_median,psi_error_rad_p05,psi_error_rad_p95,psi_error_rad_min,psi_error_rad_max,virtual_utensil_position_error_m_count,virtual_utensil_position_error_m_mean,virtual_utensil_position_error_m_median,virtual_utensil_position_error_m_p05,virtual_utensil_position_error_m_p95,virtual_utensil_position_error_m_min,virtual_utensil_position_error_m_max,virtual_utensil_orientation_error_rad_count,virtual_utensil_orientation_error_rad_mean,virtual_utensil_orientation_error_rad_median,virtual_utensil_orientation_error_rad_p05,virtual_utensil_orientation_error_rad_p95,virtual_utensil_orientation_error_rad_min,virtual_utensil_orientation_error_rad_max,solve_time_ms_count,solve_time_ms_mean,solve_time_ms_median,solve_time_ms_p05,solve_time_ms_p95,solve_time_ms_min,solve_time_ms_max,support_frames,support_runs,joint_step_support_values,total_wrapped_joint_travel_rad,max_wrapped_joint_step_rad,velocity_support_values,rms_joint_velocity_rad_s,max_joint_velocity_rad_s,acceleration_support_values,rms_joint_acceleration_rad_s2,max_joint_acceleration_rad_s2,jerk_support_values,rms_joint_jerk_rad_s3,max_joint_jerk_rad_s3,branch_changes,joint_limit_margin_support_frames,joint_limit_margin_rad_count,joint_limit_margin_rad_mean,joint_limit_margin_rad_median,joint_limit_margin_rad_p05,joint_limit_margin_rad_p95,joint_limit_margin_rad_min,joint_limit_margin_rad_max
all_method_common_success,take,trial_0012,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,300.35460692186933,3.138916123306218,24430.0,8.855435520263232,313.8916123306215,24192.0,1220.003667132136,61488.08209189291,23954.0,206487.42486868284,9236322.361698605,14.0,3524.0,3524.0,0.5008745523718794,0.49315205405665963,0.21833813589096823,0.8347217997755518,0.0010663462958309111,1.0202588005809456
feasibility,take,trial_0012,H_star,4344.0,4327.0,4327.0,31.0,3763.0,0.0,564.0,0.0,86.96556505662122,"{""NO_VALID_BRANCH"": 564, ""SUCCESS_EXACT"": 3763}",4327.0,0.1151182646832582,0.08517097099882287,0.003429156979262116,0.33660488748375467,0.0,0.5720630997569494,3763.0,5.488999639532737e-11,2.1888611629093097e-11,1.6169615035094507e-12,2.1487673015293605e-10,1.0669158064488545e-14,1.6696501184917328e-09,3763.0,3.2778772885558537e-10,1.305745454819983e-10,9.67126906369689e-12,1.2832458894509208e-09,1.9355309404615077e-14,9.97067350318012e-09,3763.0,4.5667901503390655e-14,1.9539925233402755e-14,1.7763568394002505e-15,8.832934383917729e-14,0.0,3.963007699780974e-11,3763.0,5.488999639532737e-11,2.1888611629093097e-11,1.6169615035094507e-12,2.1487673015293605e-10,1.0669158064488545e-14,1.6696501184917328e-09,3763.0,3.277877288555856e-10,1.3057454548199838e-10,9.671269063696897e-12,1.2832458894509216e-09,1.9355309404615096e-14,9.970673503180128e-09,4327.0,9.061285555780257,8.820599992759526,0.7132300175726414,16.29145995248109,0.45140000293031335,77.91880000149831,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0012,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,296.30499435224465,3.140756721842512,24430.0,8.244192624851836,314.07567218425095,24192.0,1077.0674243948483,31530.431793876505,23954.0,176326.22209375023,6291959.051051004,15.0,3524.0,3524.0,0.49656392679814604,0.4861729285758499,0.21957207023053765,0.8375027426984366,0.0012467220398724166,1.0020660009942208
feasibility,take,trial_0012,HumanGT,4344.0,4327.0,4327.0,31.0,3670.0,101.0,556.0,0.0,84.81626993297897,"{""JOINT_LIMIT"": 101, ""NO_VALID_BRANCH"": 556, ""SUCCESS_EXACT"": 3670}",4327.0,0.0,0.0,0.0,0.0,0.0,0.0,3670.0,4.133381420409074e-11,2.4405108235376553e-11,1.393053415388154e-12,1.295680160811512e-10,1.1356237094040354e-14,7.686897862537225e-10,3670.0,2.468361054948473e-10,1.4562717956459254e-10,8.32620781039173e-12,7.737880331363551e-10,1.1383217423547362e-13,4.59029517543209e-09,3670.0,4.0206893218997194e-14,2.042810365310288e-14,1.7763568394002505e-15,8.462119893692931e-14,0.0,2.6254998175545552e-11,3670.0,4.133381420409074e-11,2.4405108235376553e-11,1.393053415388154e-12,1.295680160811512e-10,1.1356237094040354e-14,7.686897862537225e-10,3670.0,2.468361054948475e-10,1.4562717956459264e-10,8.326207810391738e-12,7.737880331363557e-10,1.138321742354737e-13,4.590295175432094e-09,4327.0,9.66141959790055,8.833700034301728,0.7333199959248304,21.31962999119423,0.4526999546214938,93.49919995293021,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0012,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3524.0,34.0,24430.0,226.9857962972099,2.4904030910942248,24430.0,3.188937653936334,249.04030910942225,24192.0,329.9912308336894,29185.06316374048,23954.0,41466.525392198324,3202501.246970085,3.0,3524.0,3524.0,0.5046612154391862,0.5052698497691558,0.19588963685084002,0.8334895880472634,0.011161271262137618,0.9863954233869379
feasibility,take,trial_0013,B0,3026.0,2756.0,2756.0,29.0,2660.0,0.0,96.0,0.0,96.5166908563135,"{""NO_VALID_BRANCH"": 96, ""SUCCESS_EXACT"": 2660}",2756.0,0.11330840751816913,0.061916712087788595,0.001263229851806491,0.3390689544532972,0.0,0.5510476329535718,2660.0,2.990076771014806e-11,1.6194565787983292e-11,1.0564535758571662e-12,8.766336008243646e-11,7.443670742855504e-15,1.3175481747889748e-09,2660.0,1.785550125363604e-10,9.660784030519786e-11,6.23096751857492e-12,5.2337597720543e-10,1.535406410607096e-14,7.868115366569709e-09,2660.0,4.252220964646658e-14,2.6645352591003757e-14,2.220446049250313e-15,1.0260681193585685e-13,0.0,3.3866243143165775e-12,2660.0,2.990076771014806e-11,1.6194565787983292e-11,1.0564535758571662e-12,8.766336008243646e-11,7.443670742855504e-15,1.3175481747889748e-09,2660.0,1.7855501253636052e-10,9.660784030519794e-11,6.230967518574926e-12,5.233759772054304e-10,1.5354064106070972e-14,7.868115366569714e-09,2756.0,9.658578010902811,9.052400011569262,6.053424993297085,14.878549976856448,0.6632999866269529,74.78020002599806,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,115.73028197934586,1.386965143629082,18340.0,1.7285378061453534,138.69651436290806,18130.0,144.8220717512558,13519.203362572485,17920.0,15773.437955357775,1431677.1217556652,1.0,2650.0,2650.0,0.5560741537637033,0.5605425973951104,0.23514180627485765,0.8424468082120524,0.15177088734611832,0.9864568561261335
feasibility,take,trial_0013,B1,3026.0,2756.0,2756.0,29.0,2665.0,0.0,91.0,0.0,96.69811320754717,"{""NO_VALID_BRANCH"": 91, ""SUCCESS_EXACT"": 2665}",2756.0,0.11835021304584248,0.09146867767741362,0.004039100453025135,0.2715908284170415,0.0,0.47326390686946995,2665.0,3.104436498411325e-11,1.6992578787641595e-11,1.2220277124954286e-12,1.0117502254489034e-10,1.799738043945637e-14,1.2697756226845085e-09,2665.0,1.8538834124611475e-10,1.0161834697663253e-10,7.247300906551708e-12,6.041671744181226e-10,1.0258642112709622e-13,7.582624219331052e-09,2665.0,9.856164248316926e-14,2.531308496145357e-14,1.7763568394002505e-15,8.872902412804239e-14,0.0,9.71800417914892e-11,2665.0,3.104436498411325e-11,1.6992578787641595e-11,1.2220277124954286e-12,1.0117502254489034e-10,1.799738043945637e-14,1.2697756226845085e-09,2665.0,1.8538834124611483e-10,1.0161834697663259e-10,7.247300906551713e-12,6.041671744181231e-10,1.0258642112709631e-13,7.582624219331057e-09,2756.0,9.740068469452874,9.046650025993586,6.049375020666048,15.071900008479133,0.6717999931424856,80.15950000844896,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,115.28542467845158,0.9815735940152495,18340.0,1.438301467464512,98.15735940152486,18130.0,159.67295259970274,10102.395846477084,17920.0,27605.702410399485,1943652.2719547558,0.0,2650.0,2650.0,0.5784143256950457,0.5754885213661669,0.2678844071202671,0.8609516707519078,0.17665535260958176,0.9887365720027859
feasibility,take,trial_0013,B2,3026.0,2756.0,2756.0,29.0,2653.0,0.0,103.0,0.0,96.26269956458636,"{""NO_VALID_BRANCH"": 103, ""SUCCESS_EXACT"": 2653}",2756.0,0.053190807484348575,0.03563801263002975,0.0010327571849180206,0.17117321650686623,0.0,0.4295283068531841,2653.0,2.583878696305524e-11,1.5157284959048665e-11,1.1555248421136636e-12,9.360855702489442e-11,2.419834168474144e-15,9.215379889145541e-10,2653.0,1.5430204389520978e-10,9.045955445739437e-11,6.896313751743292e-12,5.588736164102701e-10,2.261006434874484e-14,5.503373809935366e-09,2653.0,3.3869795187279237e-14,2.4424906541753444e-14,2.220446049250313e-15,8.05577826668014e-14,0.0,4.694022948115162e-12,2653.0,2.583878696305524e-11,1.5157284959048665e-11,1.1555248421136636e-12,9.360855702489442e-11,2.419834168474144e-15,9.215379889145541e-10,2653.0,1.543020438952099e-10,9.045955445739444e-11,6.8963137517432975e-12,5.588736164102705e-10,2.2610064348744856e-14,5.503373809935371e-09,2756.0,9.694650073381816,9.034349990542978,6.004725029924884,15.019475016742945,0.5852000322192907,65.88389998069033,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,111.33962658597653,0.9578567030558198,18340.0,1.456464253999107,95.7856703055819,18130.0,105.60420388986289,9091.887045114272,17920.0,11988.98023100793,1011968.3313003056,0.0,2650.0,2650.0,0.5641304810620703,0.5515178731655102,0.31804000943940247,0.8247515476449852,0.24938077273583126,0.9934798726200338
feasibility,take,trial_0013,B3,3026.0,2756.0,2756.0,29.0,2653.0,0.0,103.0,0.0,96.26269956458636,"{""NO_VALID_BRANCH"": 103, ""SUCCESS_EXACT"": 2653}",2756.0,0.054708976234429836,0.03851339518953956,0.0013913687709916633,0.16301933369409694,0.0,0.415704990298579,2653.0,2.6964999152006125e-11,1.5359468594471693e-11,1.1906850710931093e-12,9.580764589636667e-11,1.2618559452119675e-14,7.759539847151773e-10,2653.0,1.610283542305989e-10,9.179769287665336e-11,7.198691537219502e-12,5.720453195903492e-10,1.3351855286698147e-14,4.63396623241049e-09,2653.0,3.687212615896063e-14,2.353672812205332e-14,2.220446049250313e-15,8.348877145181177e-14,0.0,8.452794020286092e-12,2653.0,2.6964999152006125e-11,1.5359468594471693e-11,1.1906850710931093e-12,9.580764589636667e-11,1.2618559452119675e-14,7.759539847151773e-10,2653.0,1.61028354230599e-10,9.179769287665345e-11,7.198691537219509e-12,5.720453195903496e-10,1.3351855286698156e-14,4.633966232410494e-09,2756.0,9.630665601841452,9.004249994177371,5.968100027530454,14.84499998332467,0.541799992788583,76.72010001260787,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,116.8575768235265,0.9822084995154259,18340.0,1.4667538595145304,98.2208499515425,18130.0,110.69620104390513,9400.066128202106,17920.0,13315.63630049027,1053104.155085481,0.0,2650.0,2650.0,0.5616181659945033,0.5494367622039584,0.3135989570093898,0.8232496254755336,0.24809372040440714,0.9985837701933953
feasibility,take,trial_0013,StrongLocal,3026.0,2756.0,2756.0,29.0,2656.0,0.0,100.0,0.0,96.37155297532657,"{""NO_VALID_BRANCH"": 100, ""SUCCESS_EXACT"": 2656}",2756.0,0.05307665912745864,0.03989936271434291,0.0018715407014581187,0.14304035458919984,0.0,0.39404456162551194,2656.0,2.7377356172810598e-11,1.592283875342698e-11,1.1889587725466032e-12,9.13483918950396e-11,4.465888504216877e-15,1.0373838076328215e-09,2656.0,1.6349084196296434e-10,9.512828163739443e-11,7.098555602548805e-12,5.456425192958156e-10,8.334226116991079e-14,6.194950216154234e-09,2656.0,3.164720828101303e-14,2.398081733190338e-14,1.7763568394002505e-15,8.359979375427429e-14,0.0,1.1102230246251565e-12,2656.0,2.7377356172810598e-11,1.592283875342698e-11,1.1889587725466032e-12,9.13483918950396e-11,4.465888504216877e-15,1.0373838076328215e-09,2656.0,1.6349084196296444e-10,9.51282816373945e-11,7.098555602548812e-12,5.45642519295816e-10,8.334226116991084e-14,6.194950216154238e-09,2756.0,9.619453628383596,8.985400025267154,6.014175043674186,14.94147497578524,0.6641999934799969,66.54410000192001,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,115.30144343052028,1.0758966709629334,18340.0,1.5053795042266107,107.58966709629324,18130.0,116.91899166897193,10323.013649709897,17920.0,13597.666999309517,1128215.643792029,0.0,2650.0,2650.0,0.5681777491885215,0.5562718535864098,0.31908836512890276,0.8283346952040698,0.2493976534881135,0.998269865221344
feasibility,take,trial_0013,H_star,3026.0,2756.0,2756.0,29.0,2655.0,0.0,101.0,0.0,96.33526850507982,"{""NO_VALID_BRANCH"": 101, ""SUCCESS_EXACT"": 2655}",2756.0,0.05399806903631722,0.039507748249420604,0.0013528052373985577,0.13968183318630856,0.0,0.38386746502298585,2655.0,2.8131233009660217e-11,1.5525028125443542e-11,1.2955174865701735e-12,1.0935143658362238e-10,2.971300160398881e-14,7.857680200945632e-10,2655.0,1.6799208793785392e-10,9.275424438114957e-11,7.633232201039863e-12,6.529669626188825e-10,5.3649964514774166e-14,4.692358567791959e-09,2655.0,3.35783294870773e-14,2.398081733190338e-14,2.220446049250313e-15,8.45101766344668e-14,0.0,1.7426060594516457e-12,2655.0,2.8131233009660217e-11,1.5525028125443542e-11,1.2955174865701735e-12,1.0935143658362238e-10,2.971300160398881e-14,7.857680200945632e-10,2655.0,1.6799208793785405e-10,9.275424438114964e-11,7.633232201039868e-12,6.529669626188831e-10,5.3649964514774217e-14,4.692358567791962e-09,2756.0,9.680428156687158,9.00444999570027,5.992299993522465,14.905349991749972,0.5790000432170928,73.43109999783337,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,117.98429246989738,1.1008743613922163,18340.0,1.5424349137466415,110.08743613922152,18130.0,122.17440231648216,10479.76204780419,17920.0,14514.335649884451,1129029.4019544264,0.0,2650.0,2650.0,0.56750508602096,0.5539360401040725,0.3236908990555085,0.8303889378498559,0.2467476091443217,0.9966044632953137
feasibility,take,trial_0013,HumanGT,3026.0,2756.0,2756.0,29.0,2650.0,0.0,106.0,0.0,96.15384615384616,"{""NO_VALID_BRANCH"": 106, ""SUCCESS_EXACT"": 2650}",2756.0,0.0,0.0,0.0,0.0,0.0,0.0,2650.0,2.755564120387086e-11,1.578172555590024e-11,1.0804844704248033e-12,9.778465228916992e-11,7.550332863779066e-16,6.772756180935677e-10,2650.0,1.645533998801094e-10,9.419943086402478e-11,6.4311094943656235e-12,5.839300827720107e-10,3.52596202735907e-14,4.044674893346519e-09,2650.0,4.2904883000702746e-14,2.353672812205332e-14,2.220446049250313e-15,8.43769498715119e-14,0.0,2.360600603878993e-11,2650.0,2.755564120387086e-11,1.578172555590024e-11,1.0804844704248033e-12,9.778465228916992e-11,7.550332863779066e-16,6.772756180935677e-10,2650.0,1.6455339988010957e-10,9.419943086402485e-11,6.431109494365628e-12,5.839300827720111e-10,3.5259620273590724e-14,4.044674893346523e-09,2756.0,9.666325835805422,9.002049977425486,5.985900002997369,14.985449961386621,0.5025999853387475,74.63310001185164,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0013,HumanGT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2650.0,30.0,18340.0,124.43293297106666,2.270133580667235,18340.0,3.46678143868033,227.0133580667233,18130.0,370.8470143185203,24557.300970349323,17920.0,41241.81840328762,2539924.982803427,2.0,2650.0,2650.0,0.5834601316643617,0.5618769963655215,0.3373274698815083,0.8706172307971342,0.24563988908987167,0.9964246308605964
feasibility,take,trial_0014,B0,4670.0,4670.0,4670.0,42.0,4653.0,0.0,17.0,0.0,99.63597430406853,"{""NO_VALID_BRANCH"": 17, ""SUCCESS_EXACT"": 4653}",4670.0,0.16148193572444897,0.16413139630671592,0.003666920588607892,0.3574870161398166,0.0,0.43081041025722167,4653.0,5.627155749660889e-11,3.716167819255342e-11,2.8937937405738905e-12,1.669299204773912e-10,3.2103450870968547e-14,7.864376341876737e-10,4653.0,3.3603718044522806e-10,2.2178260544639369e-10,1.7229132129595412e-11,9.967846290222956e-10,2.434244515725887e-13,4.696420185698222e-09,4653.0,2.5443362582653943e-14,1.9539925233402755e-14,1.7763568394002505e-15,6.616929226765933e-14,0.0,3.206324095117452e-13,4653.0,5.627155749660889e-11,3.716167819255342e-11,2.8937937405738905e-12,1.669299204773912e-10,3.2103450870968547e-14,7.864376341876737e-10,4653.0,3.360371804452282e-10,2.217826054463939e-10,1.7229132129595422e-11,9.967846290222966e-10,2.434244515725889e-13,4.696420185698226e-09,4670.0,8.867675438984467,8.876600011717528,6.005189975257963,14.75077997893095,4.385699983686209,67.31099996250123,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,B0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,207.79678242951854,0.11229980677660589,32242.0,0.9928174517432106,11.22998067766058,31948.0,21.855205040119195,446.1273543367108,31654.0,3040.4069345490034,63336.52155031106,0.0,4648.0,4648.0,0.7100587080048508,0.7603032291467775,0.23394359450600183,0.9860146944659142,0.003313265152586453,1.0929380256907408
feasibility,take,trial_0014,B1,4670.0,4670.0,4670.0,42.0,4658.0,0.0,12.0,0.0,99.74304068522484,"{""NO_VALID_BRANCH"": 12, ""SUCCESS_EXACT"": 4658}",4670.0,0.17783351065398048,0.15718970893443984,0.007622953127676937,0.41432658110530957,0.0,0.5348135200711885,4658.0,7.976132460156236e-11,4.1549837069604745e-11,3.322214696148422e-12,2.688334569024789e-10,7.211865364779303e-15,1.6472598739959553e-09,4658.0,4.763124992125229e-10,2.4814072694182195e-10,1.9761515304971595e-11,1.6055260932757799e-09,5.245166573653528e-14,9.837083380721134e-09,4658.0,2.3204280918372088e-14,1.865174681370263e-14,1.7763568394002505e-15,5.861977570020827e-14,0.0,3.943512183468556e-13,4658.0,7.976132460156236e-11,4.1549837069604745e-11,3.322214696148422e-12,2.688334569024789e-10,7.211865364779303e-15,1.6472598739959553e-09,4658.0,4.763124992125233e-10,2.4814072694182216e-10,1.976151530497161e-11,1.605526093275781e-09,5.2451665736535316e-14,9.837083380721142e-09,4670.0,8.789348030625892,8.80390004022047,5.926714991801418,15.017105016158899,4.622200038284063,61.229699989780784,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,B1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,231.43541349253172,3.14146119538727,32242.0,3.930903873794559,314.14611953872674,31948.0,539.7713036615268,31411.645251401085,31654.0,93900.1065433125,6278742.237358666,2.0,4648.0,4648.0,0.7297509256923042,0.7734842717727375,0.29459586822709866,1.007520593977404,0.03999418724753312,1.1160904325020313
feasibility,take,trial_0014,B2,4670.0,4670.0,4670.0,42.0,4649.0,0.0,21.0,0.0,99.55032119914347,"{""NO_VALID_BRANCH"": 21, ""SUCCESS_EXACT"": 4649}",4670.0,0.07482536717520337,0.0625070223410562,0.0018752080209331946,0.1917770077515081,0.0,0.265158024516261,4649.0,5.20834389735336e-11,3.592228405936957e-11,2.7989218229310696e-12,1.527494344828022e-10,8.604049370751793e-15,9.185789434283699e-10,4649.0,3.110299446362271e-10,2.143681822717121e-10,1.683060726225332e-11,9.120508853551419e-10,4.352708088476946e-14,5.485493310608121e-09,4649.0,2.3154633727688885e-14,1.7763568394002505e-14,1.7763568394002505e-15,6.17284001691587e-14,0.0,2.828848266744899e-13,4649.0,5.20834389735336e-11,3.592228405936957e-11,2.7989218229310696e-12,1.527494344828022e-10,8.604049370751793e-15,9.185789434283699e-10,4649.0,3.1102994463622734e-10,2.143681822717123e-10,1.6830607262253332e-11,9.120508853551426e-10,4.3527080884769504e-14,5.485493310608124e-09,4670.0,8.78790308338963,8.878699998604134,5.9572899917839095,14.632984981290067,4.440899996552616,61.89579999772832,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,B2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,199.17257649827673,0.2519416308830438,32242.0,0.9883184638780389,25.194163088304354,31948.0,24.88900572010264,1325.7328382696796,31654.0,3178.207942398879,85616.85535751782,0.0,4648.0,4648.0,0.7108514622689236,0.7360291823050584,0.36744749120825065,0.947711476685643,0.12406949501959552,1.046267990964198
feasibility,take,trial_0014,B3,4670.0,4670.0,4670.0,42.0,4649.0,0.0,21.0,0.0,99.55032119914347,"{""NO_VALID_BRANCH"": 21, ""SUCCESS_EXACT"": 4649}",4670.0,0.07463083980684557,0.05994796282979098,0.0032658592173464562,0.19856324021333469,0.0,0.27630353347738357,4649.0,5.201648806013985e-11,3.527091273715307e-11,2.7148968598593477e-12,1.5171995812848266e-10,1.0861618879033848e-14,7.686519224703959e-10,4649.0,3.1062695137411905e-10,2.108150918019202e-10,1.6327810772338463e-11,9.061666435954318e-10,3.81539322211934e-14,4.590396473708115e-09,4649.0,2.3042584546541516e-14,1.7763568394002505e-14,1.7763568394002505e-15,6.261657858885883e-14,0.0,1.6653345369377348e-13,4649.0,5.201648806013985e-11,3.527091273715307e-11,2.7148968598593477e-12,1.5171995812848266e-10,1.0861618879033848e-14,7.686519224703959e-10,4649.0,3.1062695137411936e-10,2.1081509180192037e-10,1.6327810772338473e-11,9.061666435954325e-10,3.815393222119342e-14,4.590396473708117e-09,4670.0,8.90737190635474,8.879450004315004,5.9595450351480395,14.77220999368001,4.478999995626509,66.27070001559332,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,B3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,208.09924924352578,0.22801707004584482,32242.0,1.0171941731593919,22.80170700458446,31948.0,33.1560261820519,1177.0009702313546,31654.0,4875.5095501452415,87818.41399043877,0.0,4648.0,4648.0,0.7058436009764282,0.7330494987348681,0.3652643251364695,0.937102561097564,0.10565474222014881,1.0443771465693326
feasibility,take,trial_0014,StrongLocal,4670.0,4670.0,4670.0,42.0,4650.0,0.0,20.0,0.0,99.57173447537473,"{""NO_VALID_BRANCH"": 20, ""SUCCESS_EXACT"": 4650}",4670.0,0.07857710843403971,0.0656004882711616,0.002830998790462558,0.2007957721569682,0.0,0.2812808710209773,4650.0,5.368938581342585e-11,3.5473381750953504e-11,3.0610541009868157e-12,1.533485436346448e-10,3.13333681496152e-14,1.3432486752327927e-09,4650.0,3.2061482015933423e-10,2.1185688993493556e-10,1.8260718936782646e-11,9.157688739339189e-10,2.1263680761339142e-13,8.021724710981248e-09,4650.0,2.2969630976227584e-14,1.709743457922741e-14,1.7763568394002505e-15,6.128431095930864e-14,0.0,2.3669954885008337e-13,4650.0,5.368938581342585e-11,3.5473381750953504e-11,3.0610541009868157e-12,1.533485436346448e-10,3.13333681496152e-14,1.3432486752327927e-09,4650.0,3.2061482015933443e-10,2.118568899349357e-10,1.826071893678266e-11,9.157688739339196e-10,2.1263680761339155e-13,8.021724710981255e-09,4670.0,8.864896530567167,8.873349986970425,5.933305009966716,14.710214961087331,4.3524999637156725,63.31380002666265,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,StrongLocal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,217.40635110117273,3.1279431834880267,32242.0,3.0802670318546395,312.7943183488024,31948.0,414.98552472613187,31306.57282227487,31654.0,65914.49113663744,6260256.660694788,1.0,4648.0,4648.0,0.7091348244548829,0.7348087716906571,0.3708552161855777,0.9388716816688466,0.10909871553798745,1.0441464773029638
feasibility,take,trial_0014,H_star,4670.0,4670.0,4670.0,42.0,4649.0,0.0,21.0,0.0,99.55032119914347,"{""NO_VALID_BRANCH"": 21, ""SUCCESS_EXACT"": 4649}",4670.0,0.07534001117654478,0.06298185550602464,0.0028799033630192653,0.19805766296717386,0.0,0.28617607565405345,4649.0,5.191599337622649e-11,3.466622245529236e-11,2.8084208521378385e-12,1.5235226323207965e-10,5.259461873446696e-15,1.520964856510454e-09,4649.0,3.1002570609420797e-10,2.071260093270023e-10,1.6752375144922445e-11,9.096522502987596e-10,2.2062358224488105e-14,9.08287471020163e-09,4649.0,2.3268879951603852e-14,1.7319479184152442e-14,1.7763568394002505e-15,6.350475700855895e-14,0.0,2.9309887850104133e-13,4649.0,5.191599337622649e-11,3.466622245529236e-11,2.8084208521378385e-12,1.5235226323207965e-10,5.259461873446696e-15,1.520964856510454e-09,4649.0,3.100257060942082e-10,2.071260093270024e-10,1.6752375144922458e-11,9.096522502987601e-10,2.206235822448812e-14,9.082874710201634e-09,4670.0,8.926763468769995,8.882449998054653,5.9578149957815185,14.800140005536377,4.390899965073913,67.1167999971658,,,,,,,,,,,,,,,,,,,,,,,
all_method_common_success,take,trial_0014,H_star,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4648.0,42.0,32242.0,212.16316342790702,0.1940496399361724,32242.0,1.0260520650326619,19.404963993617223,31948.0,44.64939556953561,897.7659052758966,31654.0,7283.690979994017,139969.97817274134,0.0,4648.0,4648.0,0.7081786723818528,0.7340777785157417,0.3678457574821653,0.9414945552448116,0.09159705780223959,1.0392683075140834
